m,K,count,realized_kernel_min,realized_kernel_median,realized_kernel_max,sharp_all_words_min,sharp_all_words_max,max_fraction_of_sharp
32,61,10296,38.01684610280338,8810.088445588743,62803.085527888725,2.9999930465399323,1073738091.8895519,5.8490134607563916e-05
32,65,12453,110.8406338636728,166981.90931564922,419442.5123383276,2.9999930465399323,17179809455.23283,2.4414852413311767e-05
32,67,12449,473.8138496684773,2864316.6380310925,3754812.638031089,2.9999930465399323,68719237817.93132,5.463990517443317e-05
32,70,14390,2317393.5693493057,2933806.5693492997,3390325.5693492987,2.9999930465399323,549753902536.45056,6.166987726157176e-06
32,71,11169,433113.0198950247,728529.0198950233,1007037.0198950233,2.9999930465399323,1099507805071.9011,9.158980184130383e-07
32,73,19682,103619288.69042617,104134301.69042617,104817962.69042617,2.9999930465399323,4398031220284.6045,2.3832928290045928e-05
