rho,composition_exponent,witness_count_exponent_upper,fraction_decay_exponent,odd_cylinder_decay_exponent
1.6,1.0585011810527714,0.4054651081081644,0.653036072944607,0.703570380787748
1.65,1.1062881205157025,0.4054651081081644,0.7008230124075381,0.7382277398157453
1.7,1.1517404875628023,0.4054651081081644,0.746275379454638,0.7728850988437426
1.8,1.236530837875182,0.4054651081081644,0.8310657297670176,0.8421998168997371
2.0,1.3862943611198906,0.4054651081081644,0.9808292530117262,0.9808292530117262
2.5,1.6825291675231413,0.4054651081081644,1.277064059414977,1.3274028432916989
