range_start,range_end,N,spearman_rho_D_Y,full_controls_test_r2,std_beta_D,std_beta_Rmax,std_beta_stopping,std_beta_odd_steps,std_beta_log_n
1000000,1009999,10000,0.6803231838579173,0.7040761981031851,0.8693260600603426,-0.01712654987212506,0.06170919149419674,0.0617331159816927,-0.0042750416581751605
1000000000,1000009999,10000,0.6772400182147162,0.7071977787936935,0.8665634809013215,0.018767974132097208,0.06035491732649265,0.060322507622457666,-0.006233576921519823
1000000000000,1000000009999,10000,0.6834484751791122,0.672528875714639,0.8637691797444541,-0.018651088570908123,0.05514066308923911,0.05517267989554915,-0.012827167944424511
